city,val0,val1,val2,val3,val4,val5,val6,val7,val8,val9,sat0,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,hue0,hue1,hue2,hue3,hue4,hue5,hue6,hue7,year
Guayaquil,0.0903586979059,0.0990669707651,0.0985693551731,0.108397263114,0.114410118184,0.11507360564,0.107236160066,0.0943810906075,0.0762181215011,0.0962886170433,0.241260626166,0.168277006013,0.134936761352,0.11300020734,0.0943396226415,0.077710968277,0.0597553390006,0.0484760522496,0.033423180593,0.0288202363674,0.249222475638,0.260460294423,0.0794940908148,0.118266639021,0.0686709516898,0.176777939042,0.0170018660585,0.0301057433133,2012
Dhaka,0.0584905660377,0.0981132075472,0.119811320755,0.102358490566,0.114622641509,0.108490566038,0.106603773585,0.0764150943396,0.0797169811321,0.135377358491,0.26320754717,0.180188679245,0.144811320755,0.115094339623,0.102358490566,0.0754716981132,0.05,0.0268867924528,0.0235849056604,0.0183962264151,0.228301886792,0.295283018868,0.0839622641509,0.1,0.0622641509434,0.185849056604,0.0169811320755,0.027358490566,2012
Istanbul,0.100651747154,0.104892029839,0.1074204947,0.111158225363,0.1102866117,0.10445229682,0.0968433451119,0.0890459363958,0.0769925402434,0.0982567726737,0.201044365921,0.166800157048,0.141900274833,0.119301138594,0.0972752257558,0.0800863761288,0.0655908912446,0.0525559481743,0.0415469179427,0.0338987043581,0.224601491951,0.264036120927,0.0796859049863,0.114825284649,0.0665959952886,0.196042402827,0.0182567726737,0.0359560266981,2012
Kampala,0.105084745763,0.0949152542373,0.127457627119,0.113898305085,0.117288135593,0.102372881356,0.106440677966,0.088813559322,0.0603389830508,0.0833898305085,0.229830508475,0.157966101695,0.128813559322,0.142372881356,0.0983050847458,0.0759322033898,0.0481355932203,0.0433898305085,0.0386440677966,0.0366101694915,0.282033898305,0.268474576271,0.0772881355932,0.113220338983,0.0420338983051,0.159322033898,0.0169491525424,0.0406779661017,2012
Santo Domingo,0.087250243316,0.0945783477415,0.111066582699,0.109520810672,0.108948302513,0.106486517433,0.101104940745,0.0893112726856,0.0794641323639,0.112268849831,0.240510677277,0.167573137917,0.133337150054,0.115646647965,0.0966966279269,0.0741970573081,0.0618881319059,0.0457434018435,0.0345222419419,0.0298849258602,0.225568214347,0.259174443236,0.0827274288659,0.116734413465,0.0763725883094,0.189385698746,0.0159157267991,0.0341214862312,2012
Paris,0.0940510781465,0.104287426804,0.107050007646,0.107780118298,0.108021844121,0.104183830022,0.0965275345446,0.0890192344691,0.0796363259648,0.109442599983,0.226319502341,0.170031917675,0.136964811627,0.112358109408,0.0944358661924,0.0749794039732,0.0616992832089,0.0496672570039,0.0396233023694,0.0339205462017,0.217651904947,0.296375592598,0.0838936603703,0.104376224045,0.0581621930945,0.181975146639,0.0185832893458,0.0389819889595,2012
Helsinki,0.0753342816501,0.0876813655761,0.106628733997,0.108506401138,0.112432432432,0.110611664296,0.108392603129,0.0971834992888,0.0897297297297,0.103499288762,0.205576102418,0.172347083926,0.140711237553,0.119260312945,0.103100995733,0.0799431009957,0.0615078236131,0.0484779516358,0.0385775248933,0.0304978662873,0.186571834993,0.298036984353,0.0755049786629,0.108051209104,0.0710099573257,0.210583214794,0.015533428165,0.0347083926031,2012
Baku,0.098356048897,0.0861317971055,0.092876211887,0.100323169875,0.0984965575383,0.0994801180273,0.108613179711,0.103414359983,0.0875368835183,0.124771673458,0.275818462835,0.173387663341,0.132499648728,0.106224532809,0.0824785724322,0.0622453280877,0.0536743009695,0.0429956442321,0.0345651257552,0.0361107208093,0.254601658002,0.267668961641,0.0817760292258,0.0940002810173,0.0664605873261,0.192918364479,0.0140508641281,0.0285232541801,2012
Dubai,0.103162687073,0.0977866033806,0.096672640093,0.0980287693127,0.102823654768,0.103647018937,0.108877803071,0.0977866033806,0.0879062333511,0.103307986632,0.222066159733,0.170920714874,0.137356516685,0.117983242117,0.0979319029399,0.0785586283722,0.061558579939,0.0500799147576,0.0358405579503,0.0277037826319,0.208650167094,0.299123359326,0.0833535138277,0.112025960188,0.0669346636315,0.186225601782,0.0154986196542,0.0281881144961,2012
Ulan Bator,0.0854244527496,0.0824879871863,0.0950347036839,0.0985050720769,0.1097170315,0.124933262146,0.102242391885,0.0995728777363,0.0867592098238,0.115323011212,0.273625200214,0.168179391351,0.134810464495,0.121195942338,0.0910304324613,0.0734116390817,0.0539241857982,0.0360384410037,0.023758675921,0.0240256273358,0.27068873465,0.241591030432,0.0664709022958,0.0859583555793,0.0619327282435,0.21996796583,0.0189535504538,0.0344367325147,2012
Montevideo,0.0947517113985,0.118765619907,0.114745191785,0.112571987395,0.115505813322,0.110072802347,0.0954036727154,0.0780180375964,0.0718244050853,0.0883407584483,0.192763229382,0.177116157775,0.14810387917,0.123438009345,0.102357926763,0.0791046397914,0.0609583831359,0.0486797783332,0.0317287840921,0.0357492122134,0.2146039335,0.28327719222,0.0871454960339,0.116375095078,0.0581332174291,0.18885146148,0.0166250135825,0.034988590677,2012
Mumbai,0.0994710800205,0.107490189387,0.104248421771,0.10527213786,0.106637092646,0.107319570039,0.0919638286982,0.0936700221805,0.0708070295171,0.113120627879,0.258317693226,0.1690837741,0.125234601604,0.113291247227,0.0854802934653,0.0747312745265,0.0574987203549,0.0431666951032,0.0329295342092,0.0402661661832,0.230336120116,0.289370414605,0.0798498549736,0.114485582665,0.0588636751408,0.174202354547,0.0148438832964,0.0380481146562,2012
Sydney,0.109898948704,0.106806235273,0.104438553562,0.105174913902,0.103996737357,0.101073953235,0.094707268443,0.0875249229654,0.0809543230016,0.105424143556,0.207993474715,0.16979336596,0.139579934747,0.119426318651,0.100915352547,0.0829141743701,0.0670201196302,0.0486790828349,0.0365121442813,0.0271660322639,0.210111926772,0.286738716694,0.0847833967736,0.102818560812,0.0632476889614,0.203167482327,0.0159280406018,0.0332041870582,2012
Toronto,0.0950544935754,0.107695919528,0.109330275312,0.108219635746,0.111416110594,0.106106711694,0.098115524574,0.0879211175021,0.076399360705,0.099740850768,0.189765862732,0.171191996171,0.146730836953,0.121854316595,0.102034366619,0.0794242733437,0.0645886570291,0.0500329580034,0.0393238643033,0.0350528682493,0.208664794532,0.289813719559,0.0879120879121,0.106260214724,0.0599564773764,0.191048064507,0.0200366601353,0.0363079812546,2012
Buenos Aires,0.0955147624,0.106433964823,0.106886105711,0.109237238323,0.113148256997,0.107632138174,0.0954921553556,0.0884839716056,0.0793507256861,0.0978206809242,0.222272460099,0.168987656554,0.136998688791,0.110277162364,0.0947687299362,0.0775873762264,0.0631866889723,0.0517023104399,0.0401953248632,0.0340236017543,0.225460053353,0.280282135914,0.0883257222951,0.11477596419,0.0656056427183,0.177985260207,0.0142876520324,0.0332775692906,2012
Beijing,0.0834373699542,0.0909280066583,0.098834789846,0.113607990012,0.116312942156,0.103620474407,0.10049937578,0.0900957136912,0.0934248855597,0.109238451935,0.234706616729,0.159176029963,0.141281731169,0.105076987099,0.0948813982522,0.0792759051186,0.0572201414898,0.0513940907199,0.0441115272576,0.0328755722014,0.257386600083,0.304203079484,0.075114440283,0.103620474407,0.0540990428631,0.162505201831,0.0137328339576,0.0293383270911,2012
Nairobi,0.0890963088672,0.0956724649979,0.109461179465,0.113491726771,0.122401357658,0.116249469665,0.0969452694103,0.0833686890115,0.065549427238,0.107764106916,0.242257106491,0.181374628765,0.140857021638,0.124734832414,0.0890963088672,0.0668222316504,0.054518455664,0.045820958846,0.0343657191345,0.0201527365295,0.221892235893,0.253075943997,0.0820958845991,0.128128977514,0.0706406448876,0.193254136614,0.0195163343233,0.0313958421723,2012
Tokyo,0.0850170745589,0.10146257077,0.105124614325,0.108311116437,0.110430458617,0.108034029296,0.105847287542,0.0965985681335,0.0842494682922,0.0949248120301,0.196110295659,0.17764281221,0.142497678459,0.116346643501,0.0966659677081,0.0805125363209,0.0656097414852,0.0545449779828,0.0405483329839,0.0295210136896,0.185322619297,0.36012341611,0.093805230207,0.110602701974,0.0555859269688,0.152409160351,0.014715573795,0.0274353712968,2012
Mecca,0.0846495791166,0.0894731864182,0.0898515085595,0.0992149815568,0.109051357231,0.102430719758,0.106213941171,0.10016078691,0.0867303508938,0.132223588386,0.265771304266,0.215549040008,0.160408587913,0.110186323655,0.0804880355623,0.058356190296,0.0390617610896,0.0317790598695,0.0201456540244,0.0182540433179,0.189633973328,0.280809609382,0.103944008323,0.133074813203,0.0622339922444,0.19020145654,0.0148491440462,0.025253002932,2012
Beirut,0.0859457555477,0.0970764353646,0.0971468827052,0.0990489609017,0.107713983797,0.101232828461,0.0976400140895,0.0960197252554,0.0898908066221,0.128284607256,0.236703064459,0.152377597746,0.128636843959,0.106234589644,0.0993307502642,0.0816484677703,0.0648115533639,0.0538217682282,0.042761535752,0.033673828813,0.242761535752,0.310531877422,0.0753786544558,0.0937654103558,0.0499471644945,0.177175061641,0.0171891511095,0.0332511447693,2012
Damascus,0.117870722433,0.117870722433,0.114611624117,0.117870722433,0.105920695274,0.0755024443237,0.0863661053775,0.074959261271,0.0760456273764,0.112982074959,0.271591526344,0.17164584465,0.1515480717,0.140141227594,0.113525258012,0.0581205866377,0.0439978272678,0.0228136882129,0.0141227593699,0.0124932102118,0.218902770234,0.30092341119,0.0869092884302,0.102661596958,0.0651819663227,0.189570885388,0.00923411189571,0.0266159695817,2012
Prague,0.0816156857311,0.0969272872138,0.110922506669,0.110264315655,0.112412096858,0.106072678145,0.0980358194478,0.09297814113,0.0866040807843,0.104167388367,0.191983926283,0.166314476738,0.135067724391,0.113763120518,0.0975161949631,0.0832784840822,0.0690407732012,0.0561540859805,0.0479440191222,0.0389371947206,0.204801330239,0.335019226106,0.0862576644611,0.096615512523,0.0533481137631,0.180656112516,0.0137873696609,0.0295146707313,2012
London,0.0899105756359,0.103518072289,0.108847121821,0.10998875502,0.111263186078,0.105225167336,0.0982661311914,0.0899341365462,0.0804455153949,0.102601338688,0.218165461847,0.174995448461,0.140682195448,0.115437751004,0.0971352074967,0.0761060240964,0.0617617135207,0.048747523427,0.0368556894244,0.0301129852744,0.213566800535,0.300532262383,0.0857467202142,0.107510575636,0.0580497991968,0.180680053548,0.0184224899598,0.0354912985274,2012
Singapore,0.0795928023077,0.0825536850781,0.0853619450253,0.0890554173471,0.0979838525053,0.108026434273,0.10998000641,0.10590497703,0.0996474412784,0.141893438745,0.266662596725,0.160253964378,0.126921139787,0.108026434273,0.0853161581783,0.0732742174265,0.0609575555929,0.0473435997619,0.0379572961341,0.0332870377436,0.262099174311,0.271683887609,0.0846751423208,0.111643595183,0.0642236840097,0.155568443705,0.015750675356,0.0343553975061,2012
Lisbon,0.0823199251637,0.100249454319,0.10469285937,0.109136264422,0.111942625507,0.109837854693,0.103991269099,0.0971312753352,0.0864515123168,0.0942469597755,0.2027595884,0.178203928906,0.141721234799,0.113969441846,0.0929996881821,0.0777985656377,0.0654817586529,0.0519176800748,0.043576551294,0.0315715622077,0.178827564702,0.293810414718,0.083021515435,0.119582164016,0.06509198628,0.212581852198,0.0152011225444,0.031883380106,2012
Sofia,0.0964613368283,0.0941022280472,0.116120576671,0.125819134993,0.110091743119,0.106159895151,0.100131061599,0.0872870249017,0.0692005242464,0.094626474443,0.197903014417,0.170904325033,0.135255570118,0.117955439056,0.0980340760157,0.0741808650066,0.0663171690695,0.0613368283093,0.043250327654,0.0348623853211,0.201048492792,0.288859764089,0.0985583224115,0.120838794233,0.0626474442988,0.188990825688,0.0131061598952,0.0259501965924,2012
Taipei,0.0766911480479,0.0927328952455,0.0996907614998,0.10459992269,0.108967916506,0.106880556629,0.10858136838,0.101778121376,0.0916505604948,0.10842674913,0.187243911867,0.163973714727,0.140858136838,0.118051797449,0.100038654813,0.0843448009277,0.068728256668,0.0570545032857,0.0424816389641,0.0372245844608,0.210746037882,0.334170854271,0.0849246231156,0.101314263626,0.0606494008504,0.158523386162,0.015191341322,0.0344800927716,2012
Luanda,0.0812182741117,0.0896785109983,0.093062605753,0.082910321489,0.093062605753,0.121827411168,0.155668358714,0.106598984772,0.0676818950931,0.108291032149,0.262267343486,0.165820642978,0.087986463621,0.104906937394,0.0981387478849,0.0896785109983,0.0744500846024,0.0389170896785,0.0270727580372,0.0507614213198,0.292724196277,0.263959390863,0.0456852791878,0.0862944162437,0.0812182741117,0.187817258883,0.0135363790186,0.0287648054146,2012
Minsk,0.0830968788002,0.091933522497,0.109323064451,0.107620591812,0.113538710985,0.111066072152,0.103931901094,0.0883259019051,0.0785974868261,0.112565869477,0.261653830563,0.177989460884,0.135306039724,0.110903931901,0.0943250912039,0.0676124847994,0.0557357113904,0.0402513173895,0.0344953384678,0.0217267936765,0.235265504662,0.251398459668,0.0789217673287,0.115646534252,0.0618565058776,0.206039724362,0.0165788406972,0.0342926631536,2012
Cairo,0.118789808917,0.108735213831,0.10864422202,0.102684258417,0.103230209281,0.0992720655141,0.0883530482257,0.0838034576888,0.0757961783439,0.110691537762,0.260236578708,0.17042766151,0.134076433121,0.114103730664,0.0873521383076,0.0685623293904,0.0552320291174,0.0454504094631,0.033212010919,0.0313466787989,0.254003639672,0.290718835305,0.0882620564149,0.109190172884,0.0613284804368,0.155323020928,0.0127388535032,0.0284349408553,2012
Copenhagen,0.0956352159298,0.101306099407,0.103820789818,0.104436632368,0.105463036617,0.105565677042,0.097970285597,0.0898616920274,0.0823689410074,0.113571630187,0.230325113546,0.172179312822,0.142798491186,0.112545225937,0.0937107079623,0.0754407123245,0.0604808703908,0.0480613789741,0.0349747247954,0.0294834620615,0.231967360345,0.290908624362,0.0818557388828,0.102691745144,0.0596854070976,0.18316183829,0.0158836057581,0.0338456801211,2012
Kiev,0.0877568072348,0.104566008061,0.109333529932,0.109259805367,0.112429961663,0.107539565517,0.100363707854,0.0858645433992,0.0762803499459,0.106605721026,0.218912808414,0.163299911531,0.137299714932,0.1182542023,0.0954978865625,0.0787378354468,0.0634031259216,0.0519020937776,0.0394426422884,0.0332497788263,0.248525508699,0.255455617812,0.0786395360267,0.106876044431,0.0633785510665,0.189644156099,0.0172023985058,0.0402781873587,2012
Vienna,0.0867350875839,0.0987730534763,0.102091210742,0.107299945983,0.111003935489,0.111312601281,0.103171541014,0.0933328188903,0.0799830233814,0.106296782159,0.220811791033,0.170846515935,0.138475190987,0.120379658924,0.0966895593796,0.0774365305965,0.0582220850374,0.0497337757543,0.0366154795895,0.0307894127633,0.206613164596,0.301064896983,0.105023535767,0.107145613087,0.0534377652597,0.179990740026,0.0158962882938,0.0308279959873,2012
Moscow,0.0806022289443,0.100662001547,0.107020557272,0.108444060325,0.109831249523,0.106359645141,0.10133743922,0.0917287936175,0.0839249465279,0.110089077882,0.220432352738,0.169251607796,0.137451566398,0.115928345505,0.0955453796069,0.0785831786968,0.0644389328085,0.0497390849635,0.0384273196382,0.0302022318494,0.227273882714,0.287790919358,0.0804969187695,0.109108603841,0.0574703043464,0.181391328978,0.01820050331,0.0382675386833,2012
Ho Chi Minh City,0.0696721311475,0.105646630237,0.100637522769,0.119307832423,0.124772313297,0.112932604736,0.0869763205829,0.0960837887067,0.077868852459,0.106102003643,0.203096539162,0.181693989071,0.161202185792,0.1029143898,0.0938069216758,0.0769581056466,0.0528233151184,0.0469034608379,0.0459927140255,0.0346083788707,0.194444444444,0.26320582878,0.0906193078324,0.167577413479,0.0988160291439,0.13160291439,0.0186703096539,0.0350637522769,2012
Jakarta,0.087750354036,0.101026704431,0.103580821364,0.10653955088,0.109953469553,0.105932632005,0.102417560186,0.0943253085171,0.0795822375076,0.108891361521,0.208881246207,0.159670240744,0.137972890957,0.118096297795,0.0978656686223,0.0817570301436,0.0656231033785,0.0526755007081,0.0403095286263,0.0371484928181,0.231286668015,0.279384988873,0.0844628767955,0.121029739025,0.0702255715153,0.167509609549,0.0163868096298,0.0297137365972,2012
Berlin,0.0963601425347,0.105333855712,0.104886102871,0.107815152702,0.109289005802,0.107292774389,0.0995317251544,0.0880580586183,0.078431372549,0.103001809668,0.21613402735,0.175407175239,0.137553403854,0.116135892987,0.0978899647395,0.0744762224585,0.0613421391392,0.0463237626164,0.039029122591,0.0357082890245,0.202477565717,0.287028227085,0.0886923751423,0.117591089718,0.0672748642749,0.188615884032,0.0164176041492,0.0319023898808,2012
Baghdad,0.113452188006,0.130470016207,0.106158833063,0.114262560778,0.107779578606,0.103727714749,0.0923824959481,0.080226904376,0.0761750405186,0.0753646677472,0.333063209076,0.19205834684,0.131280388979,0.0761750405186,0.0810372771475,0.0542949756888,0.047811993517,0.0445705024311,0.017017828201,0.0226904376013,0.321717990276,0.218800648298,0.0753646677472,0.106158833063,0.0510534846029,0.194489465154,0.0113452188006,0.0210696920583,2012
San Jose,0.104391177359,0.108218350287,0.10982979152,0.103837244435,0.109376573673,0.100765434586,0.0973914795045,0.0854567428744,0.0730184308591,0.107714774902,0.226256420586,0.168748111592,0.140900392789,0.11698056199,0.0907946419579,0.0820324302548,0.0608822640749,0.049249672676,0.0350488468124,0.0291066572666,0.23602578306,0.258686675395,0.0903414241112,0.110081579212,0.0645583643871,0.189394702387,0.0191358646389,0.0317756068083,2012
Panama City,0.0914264036419,0.0974962063733,0.11722306525,0.109256449165,0.122913505311,0.108877086495,0.0955993930197,0.0796661608498,0.0682852807284,0.109256449165,0.254552352049,0.184749620637,0.154779969651,0.117602427921,0.0864946889226,0.0565250379363,0.0546282245827,0.0413505311077,0.033004552352,0.0163125948407,0.18626707132,0.239757207891,0.0754931714719,0.117602427921,0.0929438543247,0.23937784522,0.0185887708649,0.0299696509863,2012
Casablanca,0.0978494623656,0.0962365591398,0.106989247312,0.103225806452,0.117741935484,0.111827956989,0.0870967741935,0.0827956989247,0.0903225806452,0.105913978495,0.253225806452,0.172043010753,0.131182795699,0.109139784946,0.0897849462366,0.0881720430108,0.0591397849462,0.0424731182796,0.0284946236559,0.0263440860215,0.229032258065,0.243548387097,0.0822580645161,0.128494623656,0.0629032258065,0.185483870968,0.0215053763441,0.0467741935484,2012
Khartoum,0.0992366412214,0.145038167939,0.0763358778626,0.0458015267176,0.0610687022901,0.129770992366,0.106870229008,0.0763358778626,0.114503816794,0.145038167939,0.282442748092,0.145038167939,0.152671755725,0.129770992366,0.129770992366,0.0916030534351,0.0229007633588,0.00763358778626,0.0229007633588,0.0152671755725,0.419847328244,0.167938931298,0.0687022900763,0.0534351145038,0.0839694656489,0.152671755725,0.0229007633588,0.030534351145,2012
Santiago,0.102313525791,0.10682883939,0.110977798945,0.112067702227,0.112360785463,0.106187719812,0.0958840123095,0.0849941383353,0.0710726846424,0.0973127930832,0.217321219226,0.171682664127,0.137135477726,0.114613862837,0.0959847596717,0.0755788393904,0.0615200029308,0.0511338657679,0.0405737104338,0.0344555978898,0.223265313599,0.26151267585,0.0852414273154,0.117801143025,0.0680227872216,0.189130275498,0.0176491060961,0.0373772713951,2012
Budapest,0.0876552657915,0.0988402896332,0.103844116089,0.104373933008,0.115088008477,0.115500088303,0.100900688762,0.090127744746,0.0807676458468,0.102902219344,0.209277682934,0.157237887797,0.133867074822,0.107493965974,0.0941896744569,0.0776476128804,0.0688761994466,0.0577500441514,0.0494495790899,0.0442102784482,0.215753223053,0.29958203332,0.0963678106788,0.11232118679,0.060457997292,0.172367104256,0.0143639253547,0.0287867192559,2012
Stockholm,0.0891448178629,0.0984109188813,0.101468477421,0.103455890471,0.10586796443,0.10605481523,0.103379451508,0.0936292370542,0.084677385108,0.113911042033,0.218207761103,0.163791712318,0.132918864287,0.113223091362,0.0946654096704,0.0783244579204,0.0672832743055,0.0547557775117,0.0420244434819,0.0348052080414,0.233988160454,0.296829481659,0.0791483000824,0.0967462481209,0.0540508404039,0.183198715825,0.0187275460545,0.0373107074001,2012
Doha,0.0668576886342,0.0750042137199,0.0853980560706,0.0859598853868,0.094780605652,0.0988819596607,0.0967470082589,0.100061801225,0.127647620653,0.168661160739,0.286645317153,0.168155514355,0.129782572055,0.110511826507,0.0887128490365,0.0675318838137,0.0541041631552,0.043036125625,0.0290465756503,0.0224731726501,0.23641777628,0.262879937075,0.0936007640879,0.110511826507,0.0757907747626,0.158548233047,0.0166301477611,0.0456205404798,2012
Caracas,0.101261099918,0.106484590702,0.108573987016,0.109991791657,0.109096336094,0.101111857324,0.0968584433997,0.0895455563018,0.0785016043579,0.0985747332289,0.225505559287,0.169315722707,0.134915304828,0.122901276024,0.0963360943213,0.0762629654503,0.0588015819715,0.0479068726214,0.038280725319,0.0297738974703,0.244459368704,0.264010148496,0.0824565330945,0.134169091859,0.0677561376017,0.16416685322,0.0160435788374,0.0269382881874,2012
Manama,0.0875676619522,0.0828531517374,0.0873930504627,0.0931552296141,0.098131657063,0.104766893662,0.105552645364,0.103282696001,0.101449275362,0.135847738781,0.279902217566,0.162388685175,0.124672603457,0.112711716431,0.0869565217391,0.0670508119434,0.056050288109,0.0446132355509,0.0348349921425,0.0308189278855,0.274663872883,0.266457132879,0.0849484896106,0.099703160468,0.060066352366,0.160118735813,0.0161515627728,0.0378906932076,2012
Los Angeles,0.105905960462,0.111653371649,0.111740078284,0.106512906902,0.105076054105,0.101372442154,0.0962443640688,0.084885794976,0.0744066788882,0.102202348511,0.190333448942,0.164668285191,0.145840558886,0.121067234802,0.103329534757,0.0801788633999,0.0668508150424,0.0517514740128,0.0404424515682,0.0355373333994,0.21773274538,0.261445275727,0.0812565029976,0.102474855076,0.0605212307387,0.209929148293,0.0242406976168,0.0423995441708,2012
Mexico City,0.0991920222694,0.105372955028,0.106277166717,0.107090957237,0.10933856915,0.104268525037,0.097680697018,0.0865653518998,0.0770711291666,0.107142626477,0.241979965252,0.174616194431,0.138292719158,0.11216100135,0.0907311843236,0.0733121920029,0.0577855855739,0.0461406307522,0.0346442249937,0.0303363021617,0.236154258514,0.260115868269,0.0823284742719,0.12799116456,0.0665435216462,0.174241592446,0.0177613010314,0.034863819261,2012
San Salvador,0.0877015200368,0.0976508521419,0.105297098111,0.112943344081,0.109626900046,0.10833717181,0.10170428374,0.0879778903731,0.0806080147398,0.108152924919,0.239152464302,0.166467065868,0.130631045601,0.115154306771,0.0965453707969,0.0771073238139,0.0602487333026,0.0451404882543,0.0329801934592,0.0365730078305,0.238876093966,0.245877475818,0.0846614463381,0.122892676186,0.0643942883464,0.193274988485,0.0140027637034,0.036020267158,2012
Barcelona,0.0857753066387,0.101829093686,0.106715028874,0.109864935809,0.112173674414,0.116111058082,0.102580776023,0.0897305875054,0.0774889037369,0.0977306352312,0.196350164654,0.18030234334,0.145832339045,0.119422039803,0.09671646065,0.078049682623,0.0625745716604,0.0482985729967,0.0390874815062,0.0333663437217,0.207858063284,0.291044241875,0.0812413496874,0.107287739226,0.0642330453873,0.197728248938,0.0168293323152,0.033777979287,2012
San Juan,0.0884602135722,0.0933517051326,0.10037891836,0.104030313469,0.111401997933,0.118566999656,0.0999655528763,0.0952118498105,0.0789528074406,0.10967964175,0.204064760592,0.151842921116,0.139028591113,0.112366517396,0.099689975887,0.0839131932484,0.0708921805029,0.0593179469514,0.0440234240441,0.0348604891492,0.212538753014,0.264622803996,0.0728212194282,0.0995521873924,0.0713744402342,0.232931450224,0.0147433689287,0.0314157767826,2012
